Date,Country/Region,Province/State,Confirmed,Recovered,Deaths
2020-03-15,Antigua and Barbuda,,1,0,0
2020-03-16,Antigua and Barbuda,,1,0,0
2020-03-17,Antigua and Barbuda,,1,0,0
2020-03-18,Antigua and Barbuda,,1,0,0
2020-03-19,Antigua and Barbuda,,1,0,0
2020-03-20,Antigua and Barbuda,,1,0,0
2020-03-21,Antigua and Barbuda,,1,0,0
2020-03-22,Antigua and Barbuda,,1,0,0
2020-03-23,Antigua and Barbuda,,3,0,0
2020-03-24,Antigua and Barbuda,,3,0,0
2020-03-25,Antigua and Barbuda,,3,0,0
2020-03-26,Antigua and Barbuda,,7,0,0
2020-03-27,Antigua and Barbuda,,7,0,0
2020-03-28,Antigua and Barbuda,,7,0,0
2020-03-29,Antigua and Barbuda,,7,0,0
2020-03-30,Antigua and Barbuda,,7,0,0
2020-03-31,Antigua and Barbuda,,7,0,0
2020-04-01,Antigua and Barbuda,,7,0,0
2020-04-02,Antigua and Barbuda,,9,0,0
2020-04-03,Antigua and Barbuda,,15,0,0
2020-04-04,Antigua and Barbuda,,15,0,0
2020-04-05,Antigua and Barbuda,,15,0,0
2020-04-06,Antigua and Barbuda,,15,0,0
2020-04-07,Antigua and Barbuda,,19,0,1
2020-04-08,Antigua and Barbuda,,19,0,2
2020-04-09,Antigua and Barbuda,,19,0,2
2020-04-10,Antigua and Barbuda,,19,0,2
2020-04-11,Antigua and Barbuda,,21,0,2
2020-04-12,Antigua and Barbuda,,21,0,2
2020-04-13,Antigua and Barbuda,,23,0,2
2020-04-14,Antigua and Barbuda,,23,3,2
2020-04-15,Antigua and Barbuda,,23,3,2
2020-04-16,Antigua and Barbuda,,23,3,3
2020-04-17,Antigua and Barbuda,,23,3,3
2020-04-18,Antigua and Barbuda,,23,3,3
2020-04-19,Antigua and Barbuda,,23,3,3
2020-04-20,Antigua and Barbuda,,23,3,3
2020-04-21,Antigua and Barbuda,,23,7,3
2020-04-22,Antigua and Barbuda,,24,10,3
2020-04-23,Antigua and Barbuda,,24,10,3
2020-04-24,Antigua and Barbuda,,24,11,3
2020-04-25,Antigua and Barbuda,,24,11,3
2020-04-26,Antigua and Barbuda,,24,11,3
2020-04-27,Antigua and Barbuda,,24,11,3
2020-04-28,Antigua and Barbuda,,24,11,3
2020-04-29,Antigua and Barbuda,,24,11,3
2020-04-30,Antigua and Barbuda,,24,11,3
2020-05-01,Antigua and Barbuda,,25,15,3
2020-05-02,Antigua and Barbuda,,25,15,3
2020-05-03,Antigua and Barbuda,,25,15,3
2020-05-04,Antigua and Barbuda,,25,15,3
2020-05-05,Antigua and Barbuda,,25,16,3
2020-05-06,Antigua and Barbuda,,25,16,3
2020-05-07,Antigua and Barbuda,,25,16,3
2020-05-08,Antigua and Barbuda,,25,16,3
2020-05-09,Antigua and Barbuda,,25,19,3
2020-05-10,Antigua and Barbuda,,25,19,3
2020-05-11,Antigua and Barbuda,,25,19,3
2020-05-12,Antigua and Barbuda,,25,19,3
2020-05-13,Antigua and Barbuda,,25,19,3
2020-05-14,Antigua and Barbuda,,25,19,3
2020-05-15,Antigua and Barbuda,,25,19,3
2020-05-16,Antigua and Barbuda,,25,19,3
2020-05-17,Antigua and Barbuda,,25,19,3
2020-05-18,Antigua and Barbuda,,25,19,3
2020-05-19,Antigua and Barbuda,,25,19,3
2020-05-20,Antigua and Barbuda,,25,19,3
2020-05-21,Antigua and Barbuda,,25,19,3
2020-05-22,Antigua and Barbuda,,25,19,3
2020-05-23,Antigua and Barbuda,,25,19,3
2020-05-24,Antigua and Barbuda,,25,19,3
2020-05-25,Antigua and Barbuda,,25,19,3
2020-05-26,Antigua and Barbuda,,25,19,3
2020-05-27,Antigua and Barbuda,,25,19,3
2020-05-28,Antigua and Barbuda,,25,19,3
2020-05-29,Antigua and Barbuda,,25,19,3
2020-05-30,Antigua and Barbuda,,25,19,3
2020-05-31,Antigua and Barbuda,,26,19,3
2020-06-01,Antigua and Barbuda,,26,19,3
2020-06-02,Antigua and Barbuda,,26,20,3
2020-06-03,Antigua and Barbuda,,26,20,3
2020-06-04,Antigua and Barbuda,,26,20,3
2020-06-05,Antigua and Barbuda,,26,20,3
2020-06-06,Antigua and Barbuda,,26,20,3
2020-06-07,Antigua and Barbuda,,26,20,3
2020-06-08,Antigua and Barbuda,,26,20,3
2020-06-09,Antigua and Barbuda,,26,20,3
2020-06-10,Antigua and Barbuda,,26,20,3
2020-06-11,Antigua and Barbuda,,26,20,3
2020-06-12,Antigua and Barbuda,,26,20,3
2020-06-13,Antigua and Barbuda,,26,20,3
2020-06-14,Antigua and Barbuda,,26,20,3
2020-06-15,Antigua and Barbuda,,26,20,3
2020-06-16,Antigua and Barbuda,,26,22,3
2020-06-17,Antigua and Barbuda,,26,22,3
2020-06-18,Antigua and Barbuda,,26,22,3
2020-06-19,Antigua and Barbuda,,26,22,3
2020-06-20,Antigua and Barbuda,,26,22,3
2020-06-21,Antigua and Barbuda,,26,22,3
2020-06-22,Antigua and Barbuda,,26,22,3
2020-06-23,Antigua and Barbuda,,26,22,3
2020-06-24,Antigua and Barbuda,,26,22,3
2020-06-25,Antigua and Barbuda,,65,22,3
2020-06-26,Antigua and Barbuda,,65,22,3
2020-06-27,Antigua and Barbuda,,65,22,3
2020-06-28,Antigua and Barbuda,,69,22,3
2020-06-29,Antigua and Barbuda,,69,22,3
2020-06-30,Antigua and Barbuda,,69,22,3
2020-07-01,Antigua and Barbuda,,69,22,3
2020-07-02,Antigua and Barbuda,,69,23,3
2020-07-03,Antigua and Barbuda,,68,23,3
2020-07-04,Antigua and Barbuda,,68,23,3
2020-07-05,Antigua and Barbuda,,68,23,3
2020-07-06,Antigua and Barbuda,,70,23,3
2020-07-07,Antigua and Barbuda,,70,23,3
2020-07-08,Antigua and Barbuda,,70,23,3
2020-07-09,Antigua and Barbuda,,73,57,3
2020-07-10,Antigua and Barbuda,,74,57,3
2020-07-11,Antigua and Barbuda,,74,57,3
2020-07-12,Antigua and Barbuda,,74,57,3
2020-07-13,Antigua and Barbuda,,74,57,3
2020-07-14,Antigua and Barbuda,,74,57,3
2020-07-15,Antigua and Barbuda,,74,57,3
2020-07-16,Antigua and Barbuda,,74,57,3
2020-07-17,Antigua and Barbuda,,76,57,3
2020-07-18,Antigua and Barbuda,,76,57,3
2020-07-19,Antigua and Barbuda,,76,57,3
2020-07-20,Antigua and Barbuda,,76,57,3
2020-07-21,Antigua and Barbuda,,76,57,3
2020-07-22,Antigua and Barbuda,,76,58,3
2020-07-23,Antigua and Barbuda,,76,58,3
2020-07-24,Antigua and Barbuda,,82,60,3
2020-07-25,Antigua and Barbuda,,82,60,3
2020-07-26,Antigua and Barbuda,,82,60,3
2020-07-27,Antigua and Barbuda,,86,65,3
2020-07-28,Antigua and Barbuda,,86,65,3
2020-07-29,Antigua and Barbuda,,91,67,3
2020-07-30,Antigua and Barbuda,,91,67,3
2020-07-31,Antigua and Barbuda,,91,67,3
2020-08-01,Antigua and Barbuda,,91,67,3
2020-08-02,Antigua and Barbuda,,91,67,3
2020-08-03,Antigua and Barbuda,,92,75,3
2020-08-04,Antigua and Barbuda,,92,75,3
2020-08-05,Antigua and Barbuda,,92,76,3
2020-08-06,Antigua and Barbuda,,92,76,3
2020-08-07,Antigua and Barbuda,,92,76,3
2020-08-08,Antigua and Barbuda,,92,76,3
2020-08-09,Antigua and Barbuda,,92,76,3
2020-08-10,Antigua and Barbuda,,92,76,3
2020-08-11,Antigua and Barbuda,,92,76,3
2020-08-12,Antigua and Barbuda,,92,76,3
2020-08-13,Antigua and Barbuda,,92,76,3
2020-08-14,Antigua and Barbuda,,93,83,3
2020-08-15,Antigua and Barbuda,,93,83,3
2020-08-16,Antigua and Barbuda,,93,88,3
2020-08-17,Antigua and Barbuda,,93,88,3
2020-08-18,Antigua and Barbuda,,93,88,3
2020-08-19,Antigua and Barbuda,,94,88,3
2020-08-20,Antigua and Barbuda,,94,89,3
2020-08-21,Antigua and Barbuda,,94,89,3
2020-08-22,Antigua and Barbuda,,94,89,3
2020-08-23,Antigua and Barbuda,,94,89,3
2020-08-24,Antigua and Barbuda,,94,89,3
2020-08-25,Antigua and Barbuda,,94,89,3
2020-08-26,Antigua and Barbuda,,94,89,3
2020-08-27,Antigua and Barbuda,,94,89,3
2020-08-28,Antigua and Barbuda,,94,89,3
2020-08-29,Antigua and Barbuda,,94,89,3
2020-08-30,Antigua and Barbuda,,94,91,3
2020-08-31,Antigua and Barbuda,,94,91,3
2020-09-01,Antigua and Barbuda,,94,91,3
2020-09-02,Antigua and Barbuda,,94,91,3
2020-09-03,Antigua and Barbuda,,95,91,3
2020-09-04,Antigua and Barbuda,,95,91,3
2020-09-05,Antigua and Barbuda,,95,91,3
2020-09-06,Antigua and Barbuda,,95,91,3
2020-09-07,Antigua and Barbuda,,95,91,3
2020-09-08,Antigua and Barbuda,,95,91,3
2020-09-09,Antigua and Barbuda,,95,91,3
2020-09-10,Antigua and Barbuda,,95,91,3
2020-09-11,Antigua and Barbuda,,95,91,3
2020-09-12,Antigua and Barbuda,,95,91,3
2020-09-13,Antigua and Barbuda,,95,91,3
2020-09-14,Antigua and Barbuda,,95,91,3
2020-09-15,Antigua and Barbuda,,95,91,3
2020-09-16,Antigua and Barbuda,,95,91,3
2020-09-17,Antigua and Barbuda,,95,91,3
2020-09-18,Antigua and Barbuda,,95,92,3
2020-09-19,Antigua and Barbuda,,96,92,3
2020-09-20,Antigua and Barbuda,,96,92,3
2020-09-21,Antigua and Barbuda,,96,92,3
2020-09-22,Antigua and Barbuda,,96,92,3
2020-09-23,Antigua and Barbuda,,97,92,3
2020-09-24,Antigua and Barbuda,,97,92,3
2020-09-25,Antigua and Barbuda,,98,92,3
2020-09-26,Antigua and Barbuda,,98,92,3
2020-09-27,Antigua and Barbuda,,101,92,3
2020-09-28,Antigua and Barbuda,,101,92,3
2020-09-29,Antigua and Barbuda,,101,92,3
2020-09-30,Antigua and Barbuda,,101,92,3
2020-10-01,Antigua and Barbuda,,101,92,3
2020-10-02,Antigua and Barbuda,,106,94,3
2020-10-03,Antigua and Barbuda,,107,96,3
2020-10-04,Antigua and Barbuda,,107,96,3
2020-10-05,Antigua and Barbuda,,107,96,3
2020-10-06,Antigua and Barbuda,,107,96,3
2020-10-07,Antigua and Barbuda,,108,97,3
2020-10-08,Antigua and Barbuda,,111,97,3
2020-10-09,Antigua and Barbuda,,111,97,3
2020-10-10,Antigua and Barbuda,,111,97,3
2020-10-11,Antigua and Barbuda,,111,97,3
2020-10-12,Antigua and Barbuda,,111,97,3
2020-10-13,Antigua and Barbuda,,111,97,3
2020-10-14,Antigua and Barbuda,,112,100,3
2020-10-15,Antigua and Barbuda,,112,100,3
2020-10-16,Antigua and Barbuda,,112,100,3
2020-10-17,Antigua and Barbuda,,119,101,3
2020-10-18,Antigua and Barbuda,,119,101,3
2020-10-19,Antigua and Barbuda,,119,101,3
2020-10-20,Antigua and Barbuda,,119,101,3
2020-10-21,Antigua and Barbuda,,122,101,3
2020-10-22,Antigua and Barbuda,,122,107,3
2020-10-23,Antigua and Barbuda,,122,107,3
2020-10-24,Antigua and Barbuda,,124,108,3
2020-10-25,Antigua and Barbuda,,124,108,3
2020-10-26,Antigua and Barbuda,,124,108,3
2020-10-27,Antigua and Barbuda,,124,108,3
2020-10-28,Antigua and Barbuda,,124,115,3
2020-10-29,Antigua and Barbuda,,124,115,3
2020-10-30,Antigua and Barbuda,,127,116,3
2020-10-31,Antigua and Barbuda,,128,117,3
2020-11-01,Antigua and Barbuda,,128,117,3
2020-11-02,Antigua and Barbuda,,128,117,3
2020-11-03,Antigua and Barbuda,,128,117,3
2020-11-04,Antigua and Barbuda,,130,118,3
2020-11-05,Antigua and Barbuda,,130,118,3
2020-11-06,Antigua and Barbuda,,130,118,3
2020-11-07,Antigua and Barbuda,,131,122,3
2020-11-08,Antigua and Barbuda,,131,122,3
2020-11-09,Antigua and Barbuda,,131,122,3
2020-11-10,Antigua and Barbuda,,131,122,3
2020-11-11,Antigua and Barbuda,,131,124,3
2020-11-12,Antigua and Barbuda,,131,124,3
2020-11-13,Antigua and Barbuda,,133,124,3
2020-11-14,Antigua and Barbuda,,134,127,4
2020-11-15,Antigua and Barbuda,,134,127,4
2020-11-16,Antigua and Barbuda,,134,127,4
2020-11-17,Antigua and Barbuda,,134,127,4
2020-11-18,Antigua and Barbuda,,139,127,4
2020-11-19,Antigua and Barbuda,,139,127,4
2020-11-20,Antigua and Barbuda,,139,127,4
2020-11-21,Antigua and Barbuda,,139,128,4
2020-11-22,Antigua and Barbuda,,139,128,4
2020-11-23,Antigua and Barbuda,,139,128,4
2020-11-24,Antigua and Barbuda,,139,128,4
2020-11-25,Antigua and Barbuda,,140,129,4
2020-11-26,Antigua and Barbuda,,141,130,4
2020-11-27,Antigua and Barbuda,,141,130,4
2020-11-28,Antigua and Barbuda,,141,130,4
2020-11-29,Antigua and Barbuda,,141,130,4
2020-11-30,Antigua and Barbuda,,141,130,4
2020-12-01,Antigua and Barbuda,,142,130,4
2020-12-02,Antigua and Barbuda,,144,133,4
2020-12-03,Antigua and Barbuda,,144,133,4
2020-12-04,Antigua and Barbuda,,144,133,4
2020-12-05,Antigua and Barbuda,,144,133,4
2020-12-06,Antigua and Barbuda,,144,133,4
2020-12-07,Antigua and Barbuda,,146,134,4
2020-12-08,Antigua and Barbuda,,146,134,4
2020-12-09,Antigua and Barbuda,,146,138,4
2020-12-10,Antigua and Barbuda,,146,138,4
2020-12-11,Antigua and Barbuda,,147,138,4
2020-12-12,Antigua and Barbuda,,148,138,4
2020-12-13,Antigua and Barbuda,,148,138,5
2020-12-14,Antigua and Barbuda,,148,138,5
2020-12-15,Antigua and Barbuda,,148,138,5
2020-12-16,Antigua and Barbuda,,151,141,5
2020-12-17,Antigua and Barbuda,,151,141,5
2020-12-18,Antigua and Barbuda,,152,141,5
2020-12-19,Antigua and Barbuda,,152,141,5
2020-12-20,Antigua and Barbuda,,153,143,5
2020-12-21,Antigua and Barbuda,,153,143,5
2020-12-22,Antigua and Barbuda,,153,144,5
2020-12-23,Antigua and Barbuda,,154,146,5
2020-12-24,Antigua and Barbuda,,154,146,5
2020-12-25,Antigua and Barbuda,,155,146,5
2020-12-26,Antigua and Barbuda,,155,146,5
2020-12-27,Antigua and Barbuda,,155,146,5
2020-12-28,Antigua and Barbuda,,158,147,5
2020-12-29,Antigua and Barbuda,,158,147,5
2020-12-30,Antigua and Barbuda,,158,148,5
2020-12-31,Antigua and Barbuda,,159,148,5
2021-01-01,Antigua and Barbuda,,159,148,5
2021-01-02,Antigua and Barbuda,,159,148,5
2021-01-03,Antigua and Barbuda,,160,148,5
2021-01-04,Antigua and Barbuda,,160,148,5
2021-01-05,Antigua and Barbuda,,160,148,5
2021-01-06,Antigua and Barbuda,,163,149,5
2021-01-07,Antigua and Barbuda,,163,149,5
2021-01-08,Antigua and Barbuda,,167,150,5
2021-01-09,Antigua and Barbuda,,169,152,5
2021-01-10,Antigua and Barbuda,,176,152,5
2021-01-11,Antigua and Barbuda,,176,152,5
2021-01-12,Antigua and Barbuda,,176,152,5
2021-01-13,Antigua and Barbuda,,176,152,5
2021-01-14,Antigua and Barbuda,,184,156,6
2021-01-15,Antigua and Barbuda,,184,156,6
2021-01-16,Antigua and Barbuda,,187,156,6
2021-01-17,Antigua and Barbuda,,189,156,6
2021-01-18,Antigua and Barbuda,,189,156,6
2021-01-19,Antigua and Barbuda,,190,157,6
2021-01-20,Antigua and Barbuda,,190,157,6
2021-01-21,Antigua and Barbuda,,192,162,6
2021-01-22,Antigua and Barbuda,,195,162,6
2021-01-23,Antigua and Barbuda,,195,162,6
2021-01-24,Antigua and Barbuda,,198,163,6
2021-01-25,Antigua and Barbuda,,201,170,6
2021-01-26,Antigua and Barbuda,,201,170,6
2021-01-27,Antigua and Barbuda,,215,174,6
2021-01-28,Antigua and Barbuda,,215,174,6
2021-01-29,Antigua and Barbuda,,218,175,6
2021-01-30,Antigua and Barbuda,,218,175,7
2021-01-31,Antigua and Barbuda,,234,177,7
2021-02-01,Antigua and Barbuda,,234,177,7
2021-02-02,Antigua and Barbuda,,249,179,7
2021-02-03,Antigua and Barbuda,,249,179,7
2021-02-04,Antigua and Barbuda,,268,181,7
2021-02-05,Antigua and Barbuda,,277,183,7
2021-02-06,Antigua and Barbuda,,288,187,7
2021-02-07,Antigua and Barbuda,,299,187,7
2021-02-08,Antigua and Barbuda,,316,189,7
2021-02-09,Antigua and Barbuda,,316,189,8
2021-02-10,Antigua and Barbuda,,350,190,9
2021-02-11,Antigua and Barbuda,,381,197,9
2021-02-12,Antigua and Barbuda,,419,199,9
2021-02-13,Antigua and Barbuda,,427,199,9
2021-02-14,Antigua and Barbuda,,427,199,9
2021-02-15,Antigua and Barbuda,,443,205,9
2021-02-16,Antigua and Barbuda,,443,205,9
2021-02-17,Antigua and Barbuda,,525,213,10
2021-02-18,Antigua and Barbuda,,548,214,10
2021-02-19,Antigua and Barbuda,,548,214,10
2021-02-20,Antigua and Barbuda,,598,217,11
2021-02-21,Antigua and Barbuda,,598,218,13
2021-02-22,Antigua and Barbuda,,614,222,14
2021-02-23,Antigua and Barbuda,,636,233,14
2021-02-24,Antigua and Barbuda,,646,233,14
2021-02-25,Antigua and Barbuda,,701,271,14
2021-02-26,Antigua and Barbuda,,701,271,14
2021-02-27,Antigua and Barbuda,,726,291,14
2021-02-28,Antigua and Barbuda,,730,301,14
2021-03-01,Antigua and Barbuda,,769,307,14
2021-03-02,Antigua and Barbuda,,769,307,14
2021-03-03,Antigua and Barbuda,,769,309,19
2021-03-04,Antigua and Barbuda,,813,355,21
2021-03-05,Antigua and Barbuda,,813,355,21
2021-03-06,Antigua and Barbuda,,813,355,21
2021-03-07,Antigua and Barbuda,,848,410,21
2021-03-08,Antigua and Barbuda,,848,410,21
2021-03-09,Antigua and Barbuda,,862,455,22
2021-03-10,Antigua and Barbuda,,882,489,23
2021-03-11,Antigua and Barbuda,,882,489,23
2021-03-12,Antigua and Barbuda,,945,569,25
2021-03-13,Antigua and Barbuda,,962,592,27
2021-03-14,Antigua and Barbuda,,963,598,27
2021-03-15,Antigua and Barbuda,,963,598,27
2021-03-16,Antigua and Barbuda,,992,598,27
2021-03-17,Antigua and Barbuda,,992,598,27
2021-03-18,Antigua and Barbuda,,1008,598,27
2021-03-19,Antigua and Barbuda,,1011,598,27
2021-03-20,Antigua and Barbuda,,1033,685,28
2021-03-21,Antigua and Barbuda,,1033,685,28
2021-03-22,Antigua and Barbuda,,1072,701,28
2021-03-23,Antigua and Barbuda,,1080,715,28
2021-03-24,Antigua and Barbuda,,1080,715,28
2021-03-25,Antigua and Barbuda,,1103,748,28
2021-03-26,Antigua and Barbuda,,1122,784,28
2021-03-27,Antigua and Barbuda,,1122,784,28
2021-03-28,Antigua and Barbuda,,1128,784,28
2021-03-29,Antigua and Barbuda,,1136,820,28
2021-03-30,Antigua and Barbuda,,1136,820,28
2021-03-31,Antigua and Barbuda,,1136,820,28
2021-04-01,Antigua and Barbuda,,1147,857,28
2021-04-02,Antigua and Barbuda,,1152,858,28
2021-04-03,Antigua and Barbuda,,1170,882,28
2021-04-04,Antigua and Barbuda,,1170,882,28
2021-04-05,Antigua and Barbuda,,1173,885,29
2021-04-06,Antigua and Barbuda,,1173,885,29
2021-04-07,Antigua and Barbuda,,1177,911,29
2021-04-08,Antigua and Barbuda,,1180,913,29
2021-04-09,Antigua and Barbuda,,1182,913,30
2021-04-10,Antigua and Barbuda,,1197,936,30
2021-04-11,Antigua and Barbuda,,1198,938,30
2021-04-12,Antigua and Barbuda,,1198,938,30
2021-04-13,Antigua and Barbuda,,1201,947,31
2021-04-14,Antigua and Barbuda,,1201,947,31
2021-04-15,Antigua and Barbuda,,1209,947,31
2021-04-16,Antigua and Barbuda,,1213,949,31
2021-04-17,Antigua and Barbuda,,1216,986,31
2021-04-18,Antigua and Barbuda,,1216,986,31
2021-04-19,Antigua and Barbuda,,1217,995,31
2021-04-20,Antigua and Barbuda,,1217,995,31
2021-04-21,Antigua and Barbuda,,1217,995,31
2021-04-22,Antigua and Barbuda,,1217,995,31
2021-04-23,Antigua and Barbuda,,1222,995,31
2021-04-24,Antigua and Barbuda,,1227,1002,31
2021-04-25,Antigua and Barbuda,,1227,1002,31
2021-04-26,Antigua and Barbuda,,1228,1002,32
2021-04-27,Antigua and Barbuda,,1232,1014,32
2021-04-28,Antigua and Barbuda,,1232,1014,32
2021-04-29,Antigua and Barbuda,,1232,1014,32
2021-04-30,Antigua and Barbuda,,1232,1014,32
2021-05-01,Antigua and Barbuda,,1232,1014,32
2021-05-02,Antigua and Barbuda,,1232,1014,32
2021-05-03,Antigua and Barbuda,,1232,1014,32
2021-05-04,Antigua and Barbuda,,1232,1014,32
2021-05-05,Antigua and Barbuda,,1232,1014,32
2021-05-06,Antigua and Barbuda,,1232,1014,32
2021-05-07,Antigua and Barbuda,,1232,1014,32
2021-05-08,Antigua and Barbuda,,1232,1014,32
2021-05-09,Antigua and Barbuda,,1231,1168,32
2021-05-10,Antigua and Barbuda,,1237,1170,32
2021-05-11,Antigua and Barbuda,,1238,1178,32
2021-05-12,Antigua and Barbuda,,1240,1179,32
2021-05-13,Antigua and Barbuda,,1240,1179,32
2021-05-14,Antigua and Barbuda,,1240,1179,32
2021-05-15,Antigua and Barbuda,,1241,1179,33
2021-05-16,Antigua and Barbuda,,1241,1179,33
2021-05-17,Antigua and Barbuda,,1251,1182,42
2021-05-18,Antigua and Barbuda,,1251,1182,42
2021-05-19,Antigua and Barbuda,,1252,1184,42
2021-05-20,Antigua and Barbuda,,1255,1188,42
2021-05-21,Antigua and Barbuda,,1255,1188,42
2021-05-22,Antigua and Barbuda,,1257,1192,42
2021-05-23,Antigua and Barbuda,,1257,1192,42
2021-05-24,Antigua and Barbuda,,1258,1200,42
2021-05-25,Antigua and Barbuda,,1258,1200,42
2021-05-26,Antigua and Barbuda,,1258,1200,42
2021-05-27,Antigua and Barbuda,,1258,1200,42
2021-05-28,Antigua and Barbuda,,1259,1206,42
2021-05-29,Antigua and Barbuda,,1259,1206,42
2021-05-30,Antigua and Barbuda,,1259,1206,42
2021-05-31,Antigua and Barbuda,,1260,1213,42
2021-06-01,Antigua and Barbuda,,1260,1213,42
2021-06-02,Antigua and Barbuda,,1262,1213,42
2021-06-03,Antigua and Barbuda,,1262,1213,42
2021-06-04,Antigua and Barbuda,,1263,1214,42
2021-06-05,Antigua and Barbuda,,1263,1214,42
2021-06-06,Antigua and Barbuda,,1263,1214,42
2021-06-07,Antigua and Barbuda,,1263,1214,42
2021-06-08,Antigua and Barbuda,,1263,1214,42
2021-06-09,Antigua and Barbuda,,1263,1214,42
2021-06-10,Antigua and Barbuda,,1263,1214,42
2021-06-11,Antigua and Barbuda,,1263,1214,42
2021-06-12,Antigua and Barbuda,,1263,1214,42
2021-06-13,Antigua and Barbuda,,1263,1214,42
2021-06-14,Antigua and Barbuda,,1263,1214,42
2021-06-15,Antigua and Barbuda,,1263,1214,42
2021-06-16,Antigua and Barbuda,,1263,1214,42
2021-06-17,Antigua and Barbuda,,1263,1221,42
2021-06-18,Antigua and Barbuda,,1263,1221,42
2021-06-19,Antigua and Barbuda,,1263,1221,42
2021-06-20,Antigua and Barbuda,,1263,1221,42
2021-06-21,Antigua and Barbuda,,1263,1221,42
2021-06-22,Antigua and Barbuda,,1263,1221,42
2021-06-23,Antigua and Barbuda,,1263,1221,42
2021-06-24,Antigua and Barbuda,,1263,1221,42
2021-06-25,Antigua and Barbuda,,1263,1221,42
2021-06-26,Antigua and Barbuda,,1263,1221,42
2021-06-27,Antigua and Barbuda,,1263,1221,42
2021-06-28,Antigua and Barbuda,,1263,1221,42
2021-06-29,Antigua and Barbuda,,1263,1221,42
2021-06-30,Antigua and Barbuda,,1263,1221,42
2021-07-01,Antigua and Barbuda,,1264,1222,42
2021-07-02,Antigua and Barbuda,,1264,1222,42
2021-07-03,Antigua and Barbuda,,1264,1222,42
2021-07-04,Antigua and Barbuda,,1264,1222,42
2021-07-05,Antigua and Barbuda,,1264,1222,42
2021-07-06,Antigua and Barbuda,,1265,1222,42
2021-07-07,Antigua and Barbuda,,1265,1222,42
2021-07-08,Antigua and Barbuda,,1266,1222,42
2021-07-09,Antigua and Barbuda,,1266,1222,42
2021-07-10,Antigua and Barbuda,,1266,1222,42
2021-07-11,Antigua and Barbuda,,1266,1222,42
2021-07-12,Antigua and Barbuda,,1266,1222,42
2021-07-13,Antigua and Barbuda,,1266,1222,42
2021-07-14,Antigua and Barbuda,,1267,1222,42
2021-07-15,Antigua and Barbuda,,1267,1222,42
2021-07-16,Antigua and Barbuda,,1268,1224,42
2021-07-17,Antigua and Barbuda,,1268,1224,42
2021-07-18,Antigua and Barbuda,,1268,1224,42
2021-07-19,Antigua and Barbuda,,1275,1225,42
2021-07-20,Antigua and Barbuda,,1275,1225,42
2021-07-21,Antigua and Barbuda,,1275,1225,42
2021-07-22,Antigua and Barbuda,,1277,1225,42
2021-07-23,Antigua and Barbuda,,1277,1225,42
2021-07-24,Antigua and Barbuda,,1280,1229,43
2021-07-25,Antigua and Barbuda,,1280,1229,43
2021-07-26,Antigua and Barbuda,,1280,1229,43
2021-07-27,Antigua and Barbuda,,1288,1229,43
2021-07-28,Antigua and Barbuda,,1288,1229,43
2021-07-29,Antigua and Barbuda,,1295,1235,43
2021-07-30,Antigua and Barbuda,,1303,1235,43
2021-07-31,Antigua and Barbuda,,1303,1235,43
2021-08-01,Antigua and Barbuda,,1303,1235,43
2021-08-02,Antigua and Barbuda,,1303,1235,43
2021-08-03,Antigua and Barbuda,,1303,1235,43
2021-08-04,Antigua and Barbuda,,1311,1239,43
2021-08-05,Antigua and Barbuda,,1320,0,43
2021-08-06,Antigua and Barbuda,,1328,0,43
2021-08-07,Antigua and Barbuda,,1328,0,43
2021-08-08,Antigua and Barbuda,,1338,0,43
2021-08-09,Antigua and Barbuda,,1348,0,43
2021-08-10,Antigua and Barbuda,,1348,0,43
2021-08-11,Antigua and Barbuda,,1372,0,43
2021-08-12,Antigua and Barbuda,,1372,0,43
2021-08-13,Antigua and Barbuda,,1372,0,43
2021-08-14,Antigua and Barbuda,,1378,0,43
2021-08-15,Antigua and Barbuda,,1397,0,43
2021-08-16,Antigua and Barbuda,,1397,0,43
2021-08-17,Antigua and Barbuda,,1397,0,43
2021-08-18,Antigua and Barbuda,,1421,0,43
2021-08-19,Antigua and Barbuda,,1421,0,43
2021-08-20,Antigua and Barbuda,,1447,0,43
2021-08-21,Antigua and Barbuda,,1490,0,43
2021-08-22,Antigua and Barbuda,,1490,0,43
2021-08-23,Antigua and Barbuda,,1540,0,43
2021-08-24,Antigua and Barbuda,,1540,0,43
2021-08-25,Antigua and Barbuda,,1598,0,43
2021-08-26,Antigua and Barbuda,,1598,0,43
2021-08-27,Antigua and Barbuda,,1598,0,43
2021-08-28,Antigua and Barbuda,,1638,0,43
2021-08-29,Antigua and Barbuda,,1651,0,43
2021-08-30,Antigua and Barbuda,,1713,0,44
2021-08-31,Antigua and Barbuda,,1715,0,44
2021-09-01,Antigua and Barbuda,,1719,0,44
2021-09-02,Antigua and Barbuda,,1742,0,44
2021-09-03,Antigua and Barbuda,,1750,0,44
2021-09-04,Antigua and Barbuda,,1759,0,46
2021-09-05,Antigua and Barbuda,,1870,0,46
2021-09-06,Antigua and Barbuda,,1878,0,46
2021-09-07,Antigua and Barbuda,,1960,0,47
2021-09-08,Antigua and Barbuda,,1974,0,47
2021-09-09,Antigua and Barbuda,,2059,0,47
2021-09-10,Antigua and Barbuda,,2059,0,47
2021-09-11,Antigua and Barbuda,,2166,0,48
2021-09-12,Antigua and Barbuda,,2166,0,48
